1 SECOND,Axis 0,Axis 1,Axis 2
7.458000000000031,35,-45,60
7.491000000000032,93,-40,46
7.524000000000032,35,47,28
7.557000000000032,56,75,-76
7.590000000000033,55,7,-112
7.623000000000033,57,20,-20
7.6560000000000334,28,-6,61
7.689000000000034,31,-46,7
7.722000000000034,57,-21,50
7.7550000000000345,31,17,-17
7.788000000000035,34,4,-66
7.821000000000035,19,-31,6
7.854000000000036,44,-30,50
7.887000000000036,55,-26,112
7.920000000000036,16,17,30
7.953000000000037,18,-1,19
7.986000000000037,55,33,63
8.019000000000037,45,12,15
8.052000000000037,16,-3,24
8.085000000000036,12,30,38
8.118000000000036,50,26,13
8.151000000000035,160,-10,218
8.184000000000035,-235,-317,336
8.217000000000034,-277,139,309
8.250000000000034,-78,-193,-170
8.283000000000033,302,-665,346
8.316000000000033,-295,-188,236
8.349000000000032,-71,540,295
8.382000000000032,-716,365,-199
8.415000000000031,-335,-607,98
8.44800000000003,-474,-478,133
8.48100000000003,-514,12,-198
8.51400000000003,136,453,-395
8.547000000000029,503,1441,-997
8.580000000000028,836,1025,-135
8.613000000000028,608,419,649
8.646000000000027,165,595,389
8.679000000000027,-401,487,448
8.712000000000026,877,917,1188
8.745000000000026,221,-684,-707
8.778000000000025,325,-28,0
8.811000000000025,324,36,75
8.844000000000024,323,41,68
8.877000000000024,314,31,58
8.910000000000023,298,29,47
8.943000000000023,339,24,35
8.976000000000022,326,20,48
9.009000000000022,314,25,31
9.042000000000021,329,17,25
