1 SECOND,Axis 0,Axis 1,Axis 2
3.728999999999994,31.26,-86.42,0.33
3.761999999999994,28.69,-77.99,0.24
3.7949999999999937,33.77,-62.19,-8.7
3.8279999999999936,66.83,-23.59,-6.01
3.8609999999999935,249.33,233.34,38.64
3.8939999999999935,144.7,584.0,180.98
3.9269999999999934,-168.54,494.72,206.77
3.9599999999999933,-465.36,23.69,-41.61
3.992999999999993,-236.5,-258.22,-122.41
4.025999999999994,-114.08,-323.04,-112.59
4.058999999999994,-89.38,-168.58,-71.94
4.091999999999994,-107.58,-0.94,-36.47
4.124999999999995,-102.7,100.53,-41.05
4.157999999999995,-81.43,147.52,-18.02
4.190999999999995,-63.29,144.88,10.54
4.223999999999996,-61.82,137.98,9.01
4.256999999999996,-69.36,137.99,11.78
4.2899999999999965,-63.16,127.73,22.65
4.322999999999997,-64.22,131.13,26.35
4.355999999999997,-55.01,122.78,25.98
4.421999999999998,-48.35,114.52,34.58
4.454999999999998,-47.7,104.95,39.41
4.487999999999999,-43.07,82.5,42.62
4.520999999999999,-40.0,49.92,36.63
4.553999999999999,-24.75,-64.02,26.47
4.587,20.38,-265.6,54.07
4.62,-75.67,-454.26,22.99
4.6530000000000005,-305.35,-315.82,-98.73
4.686000000000001,-25.47,102.54,-66.36
4.719000000000001,200.64,265.99,47.15
4.752000000000002,257.03,204.71,49.32
4.785000000000002,215.71,94.43,21.78
4.818000000000002,169.48,-4.68,-2.56
4.851000000000003,133.3,-64.94,-5.45
4.884000000000003,107.15,-91.02,-9.49
4.917000000000003,95.19,-118.19,-6.86
4.950000000000004,69.9,-128.12,-17.16
4.983000000000004,53.02,-138.9,-12.95
5.0160000000000045,35.27,-133.66,-25.17
5.049000000000005,26.87,-124.6,-23.46
5.082000000000005,22.19,-125.82,-20.56
5.1150000000000055,22.42,-119.49,-20.13
5.148000000000006,23.97,-112.7,-17.32
5.181000000000006,32.29,-91.71,-19.17
5.214000000000007,53.29,-44.93,-13.58
5.247000000000007,174.66,73.73,-25.34
5.280000000000007,341.67,433.99,95.09
5.313000000000008,-41.72,592.32,148.86
5.346000000000008,-489.88,273.08,37.71
5.379000000000008,-367.91,-176.14,-131.91
5.412000000000009,-169.96,-364.37,0.89
5.445000000000009,-69.04,-335.99,-40.67
5.4780000000000095,-64.04,-185.15,-49.92
5.51100000000001,-92.03,-28.44,-26.65
5.54400000000001,-97.85,58.47,-34.51
5.577000000000011,-98.17,102.7,-6.09
5.610000000000011,-78.43,123.3,16.68
5.643000000000011,-77.48,140.13,13.44
5.676000000000012,-69.03,140.65,17.48
5.709000000000012,-61.81,144.63,33.15
5.742000000000012,-52.44,129.2,34.77
5.775000000000013,-40.12,100.03,28.18
5.808000000000013,-29.27,35.42,18.7
5.8410000000000135,3.8,-120.53,-15.6
5.874000000000014,-7.23,-326.68,39.19
5.907000000000014,-227.61,-266.04,-15.21
5.940000000000015,-135.94,75.3,-189.56
5.973000000000015,83.65,241.59,-45.5
6.006000000000015,186.62,266.38,84.69
6.039000000000016,180.07,185.59,75.9
6.072000000000016,134.3,80.61,48.48
6.105000000000016,103.44,7.79,6.75
6.138000000000017,88.62,-60.36,16.8
6.171000000000017,69.59,-79.67,0.22
6.2040000000000175,55.56,-98.89,-11.76
6.237000000000018,46.26,-114.45,-3.51
6.270000000000018,40.92,-111.55,-10.86
6.303000000000019,72.27,-67.31,-7.29
6.336000000000019,232.19,79.18,-22.18
6.369000000000019,207.18,517.51,0.88
6.40200000000002,-277.0,410.34,202.5
6.43500000000002,-421.47,-54.2,-16.42
6.46800000000002,-230.84,-335.59,-21.57
6.501000000000021,-81.43,-350.95,-41.93
6.534000000000021,-76.88,-230.62,-42.5
6.5670000000000215,-101.31,-76.28,-18.24
6.600000000000022,-109.27,24.73,-4.86
6.633000000000022,-108.08,86.36,0.37
6.666000000000023,-98.08,109.0,3.59
6.699000000000023,-82.53,125.08,2.6
6.732000000000023,-72.95,122.28,10.19
6.765000000000024,-66.31,106.4,22.34
6.798000000000024,-45.43,53.33,29.46
6.831000000000024,-32.56,12.75,16.85
6.864000000000025,23.33,-160.48,24.38
6.897000000000025,-168.92,-389.1,-4.01
6.9300000000000255,-217.74,-154.49,-56.14
6.963000000000026,30.63,131.8,-27.54
7.029000000000027,57.35,43.96,-22.12
7.062000000000027,50.05,-41.71,-39.0
7.095000000000027,52.81,-83.66,-29.02
7.128000000000028,57.85,-110.1,-29.85
7.161000000000028,47.63,-120.05,-14.64
7.194000000000028,42.74,-116.99,-11.69
7.227000000000029,38.38,-115.88,-21.76
7.260000000000029,81.81,-75.71,-22.1
7.2930000000000295,250.45,57.03,-19.02
7.32600000000003,210.67,422.48,127.67
7.35900000000003,-65.41,443.42,62.04
7.425000000000031,101.9,28.77,-72.73
7.458000000000031,173.75,-110.36,-31.49
7.491000000000032,139.71,-61.46,11.9
7.524000000000032,38.31,47.36,19.69
7.557000000000032,-4.76,115.75,41.96
7.590000000000033,-8.71,121.64,56.39
7.623000000000033,-27.09,114.25,51.29
7.6560000000000334,-25.95,124.44,48.44
7.689000000000034,-37.06,142.34,55.25
7.722000000000034,-32.88,128.66,48.8
7.7550000000000345,-31.81,109.62,43.59
7.788000000000035,-30.2,91.43,41.76
7.821000000000035,-27.65,66.08,48.48
7.854000000000036,-32.46,24.19,39.48
7.920000000000036,-208.4,-94.27,135.56
7.953000000000037,-73.81,236.33,-24.59
7.986000000000037,140.48,347.15,70.68
8.019000000000037,172.51,267.25,74.38
8.052000000000037,163.22,126.6,52.92
8.085000000000036,154.56,30.77,29.37
8.118000000000036,133.61,-27.95,20.4
8.151000000000035,111.81,-53.2,-1.62
8.184000000000035,92.73,-77.26,-15.59
8.217000000000034,68.41,-97.71,-17.37
8.250000000000034,50.27,-106.39,-17.26
8.283000000000033,44.37,-109.61,-23.85
8.316000000000033,30.4,-101.4,-27.49
8.349000000000032,24.75,-96.3,-17.37
8.382000000000032,25.09,-85.4,-25.03
8.415000000000031,18.97,-78.63,-35.56
8.44800000000003,8.44,-84.28,-40.4
8.48100000000003,6.65,-91.41,-37.51
8.51400000000003,6.2,-80.48,-33.49
8.547000000000029,6.7,-65.1,-50.27
8.580000000000028,-7.36,-54.81,-68.77
8.613000000000028,-18.91,-59.02,-71.61
8.646000000000027,-3.96,-29.9,-57.02
8.679000000000027,25.7,-68.19,-71.43
8.712000000000026,18.3,-89.77,-86.56
8.745000000000026,-3.14,-110.35,-118.85
8.778000000000025,2.17,-99.99,-88.94
8.811000000000025,16.82,-160.17,-44.04
8.844000000000024,-0.32,-117.42,-24.9
8.877000000000024,3.93,-165.83,42.45
8.910000000000023,-25.72,-158.11,80.04
8.943000000000023,-21.09,-113.16,73.37
8.976000000000022,-34.65,-55.16,22.25
9.009000000000022,-16.17,-2.16,18.3
9.042000000000021,-9.74,37.54,7.12
9.07500000000002,-2.88,65.39,3.49
9.10800000000002,6.79,77.76,-11.07
9.14100000000002,1.3,86.7,-14.1
9.174000000000019,-1.55,87.62,-13.79
9.207000000000019,6.09,78.02,-18.57
9.240000000000018,6.06,77.46,-17.02
9.273000000000017,12.98,68.18,-19.23
9.306000000000017,12.15,65.36,-21.11
9.339000000000016,10.17,66.09,-24.13
9.372000000000016,6.24,58.02,-27.14
9.405000000000015,13.94,42.21,-26.27
9.438000000000015,13.12,37.99,-24.53
9.471000000000014,11.43,34.67,-31.87
9.537000000000013,11.58,36.15,-29.41
9.570000000000013,7.54,32.78,-27.91
9.603000000000012,7.11,22.58,-23.78
9.636000000000012,4.86,22.14,-27.17
9.669000000000011,3.79,25.71,-29.34
9.70200000000001,5.24,23.02,-27.58
9.73500000000001,3.51,11.64,-24.09
9.76800000000001,3.37,10.63,-24.07
9.801000000000009,3.26,10.18,-25.43
9.834000000000009,4.58,13.46,-24.48
9.867000000000008,3.03,14.72,-24.07
9.900000000000007,3.02,5.65,-23.22
9.933000000000007,-1.7,9.63,-27.32
9.966000000000006,2.66,11.12,-25.29
9.999000000000006,2.75,13.02,-26.32
10.032000000000005,0.6,16.62,-22.9
10.065000000000005,0.71,14.23,-23.21
10.098000000000004,1.62,15.55,-23.98
10.131000000000004,3.39,10.41,-22.32
10.164000000000003,3.84,11.13,-23.62
10.197000000000003,1.94,13.87,-23.17
10.230000000000002,-0.81,16.68,-26.17
10.263000000000002,-3.64,16.21,-22.52
10.296000000000001,0.97,7.56,-10.45
10.329,5.42,24.04,16.01
10.362,-16.6,182.63,62.59
10.395,-72.45,84.85,92.65
10.427999999999999,111.51,-181.3,207.54
10.460999999999999,-30.6,-101.36,49.9
10.493999999999998,-50.4,2.17,-20.5
10.526999999999997,-10.63,1.57,-19.81
10.559999999999997,-2.42,15.55,-58.13
10.592999999999996,8.51,30.93,-57.81
10.625999999999996,8.37,31.5,-63.69
10.658999999999995,24.63,18.88,-46.58
10.691999999999995,23.07,29.73,-37.83
10.724999999999994,22.49,29.81,-37.32
10.757999999999994,40.38,12.39,-11.17
10.823999999999993,39.44,18.94,-8.07
